Year,Make,Model,Price,Price Rating,Exterior,Interior,miles,Fuel Type,Transmission,Cylinders,Drive
2024,Volvo,S60 Plus Dark Theme FWD,"$28,998",Great Price,Crystal White Metallic,Black,16455,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$33,998",High Price,Crystal White Metallic,Black,33117,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$39,500",High Price,Thunder Grey Metallic,Maroon,18786,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$27,999",Excellent Price,Denim Blue Metallic,Black,2425,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Dark Theme,"$34,998",High Price,Black,Black,11248,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC60 Core Dark Theme,"$40,998",High Price,Onyx Black Metallic,Black,6555,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$38,998",High Price,Crystal White Metallic,Black,5051,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Core AWD,"$33,998",Fair Price,Black Stone,Black,29080,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$26,998",Fair Price,Crystal White Metallic,Black,19489,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Onyx Black Metallic,Black,15429,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$41,998",Fair Price,Crystal White Metallic,Cream,54017,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Denim Blue Metallic,Black,11660,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme FWD,"$31,623",Great Price,Gray,Unknown,39613,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",Fair Price,Gray,Black,16126,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Core AWD,"$36,998",High Price,Black Stone,Black,16420,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Fair Price,Denim Blue Metallic,Black,20715,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,998",Fair Price,Gray,Black,13281,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Ultimate 6-Passenger AWD,"$60,000",High Price,Crystal White Metallic,Blond,9825,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$29,998",Fair Price,Onyx Black Metallic,Black,10387,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$42,998",Fair Price,Onyx Black Metallic,Black,37387,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$36,998",Fair Price,Silver Dawn Metallic,Gray,9685,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$27,998",Great Price,Crystal White Metallic,Black,20776,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$30,998",Great Price,Onyx Black Metallic,Black,8346,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$33,998",High Price,Crystal White Metallic,Black,33117,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Great Price,Denim Blue Metallic,Black,21490,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$31,998",Great Price,Crystal White Metallic,Gray,18900,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Great Price,Onyx Black Metallic,Black,24645,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$33,998",Great Price,Crystal White Metallic,Black,11813,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Onyx Black Metallic,Black,15429,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Denim Blue Metallic,Black,11660,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$45,998",Great Price,Crystal White Metallic,Black,18177,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Dark Theme,"$34,998",High Price,Black,Black,11248,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$26,998",Fair Price,Crystal White Metallic,Black,19489,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme FWD,"$29,998",Fair Price,Crystal White Metallic,Black,8123,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC60 Core Dark Theme,"$40,998",High Price,Onyx Black Metallic,Black,6555,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",Fair Price,Gray,Black,16126,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Core FWD,"$38,998",High Price,Crystal White Metallic,Black,5051,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC40 Ultimate Dark Theme,"$36,430",Great Price,Crystal White Metallic,Charcoal,14295,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Fair Price,Denim Blue Metallic,Black,20715,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,998",Fair Price,Gray,Black,13281,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Core AWD,"$33,998",Fair Price,Black Stone,Black,29080,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$29,998",Fair Price,Onyx Black Metallic,Black,10387,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$41,998",Fair Price,Crystal White Metallic,Cream,54017,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$33,998",Fair Price,Crystal White Metallic,Black,12932,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme AWD,"$31,998",Fair Price,Gray,Black,8953,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$42,998",Fair Price,Onyx Black Metallic,Black,37387,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$36,998",Fair Price,Silver Dawn Metallic,Gray,9685,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$44,998",Fair Price,Denim Blue Metallic,Black,23370,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme FWD,"$31,998",Fair Price,Black Stone,Brown,56004,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Core AWD,"$36,998",High Price,Black Stone,Black,16420,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,998",Fair Price,Gray,Black,12646,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Onyx Black Metallic,Black,11705,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$28,998",Great Price,Denim Blue Metallic,Black,13568,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",High Price,Silver Dawn Metallic,Blue,16036,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$44,998",Great Price,Denim Blue Metallic,Black,29555,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Gray,Black,12846,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$34,998",Fair Price,Crystal White Metallic,Black,35348,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Great Price,Onyx Black Metallic,Black,24645,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Gray,Black,13502,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$34,998",High Price,Black Stone,Black,37235,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",High Price,Crystal White Metallic,Black,19239,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC40 Core Bright Theme,"$31,964",Fair Price,Sage Green Metallic,Charcoal,11650,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$49,998",High Price,Crystal White Metallic,Black,13912,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$29,998",High Price,Onyx Black Metallic,Black,13780,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC40 B5 Core AWD,"$31,998",High Price,Gray,Black,12491,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$44,998",Great Price,Gray,Black,29699,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Crystal White Metallic,Black,12082,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$29,998",Excellent Price,Denim Blue Metallic,Black,13093,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$32,276",Fair Price,Fusion Red,Charco,14823,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Onyx Black Metallic,Black,16549,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Crystal White Metallic,Black,15743,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Denim Blue Metallic,Black,13567,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC60 Recharge Plus Dark Theme,"$55,998",High Price,Gray,Cream,11147,Plug-In Hybrid,Automatic,,AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Denim Blue Metallic,Black,17494,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",High Price,Onyx Black Metallic,Black,17692,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,S60 Core Dark Theme FWD,"$32,998",Fair Price,Blue,Black,3020,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Gray,Black,14779,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",High Price,Silver Dawn Metallic,Black,27402,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",Fair Price,Brown,Black,11682,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$35,998",High Price,Gray,Black,8263,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Crystal White Metallic,Black,13593,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$37,998",High Price,Black Stone,Tan,23368,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$49,998",High Price,Crystal White Metallic,Black,13912,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B5 Core AWD,"$31,998",High Price,Gray,Black,12491,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",High Price,Crystal White Metallic,Black,19239,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Onyx Black Metallic,Black,16549,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,V60 Cross Country Plus,"$42,998",High Price,Gray,Black,20128,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Crystal White Metallic,Black,12082,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Dark Theme,"$35,998",Fair Price,Onyx Black Metallic,Black,12800,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Denim Blue Metallic,Black,13567,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Fair Price,Denim Blue Metallic,Black,23319,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Black Edition AWD,"$33,590",High Price,Unknown,Unknown,40122,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$29,998",Fair Price,Crystal White Metallic,Gray,11868,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Crystal White Metallic,Black,15743,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Gray,Black,14779,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",High Price,Silver Dawn Metallic,Black,27402,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 6-Passenger AWD,"$48,998",Fair Price,Onyx Black Metallic,Cream,13359,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$36,998",Fair Price,Silver Dawn Metallic,Black,11859,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",Fair Price,Brown,Black,11682,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",High Price,Onyx Black Metallic,Black,17692,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$34,998",High Price,Black Stone,Black,37235,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Denim Blue Metallic,Black,17494,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$35,998",High Price,Gray,Black,8263,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,S60 Core Dark Theme FWD,"$32,998",Fair Price,Blue,Black,3020,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Gray,Black,21895,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Crystal White Metallic,Black,13593,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Denim Blue Metallic,Black,22100,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$40,998",Fair Price,Black Stone,Gray,10532,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$49,998",High Price,Crystal White Metallic,Black,9314,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Plus 7-Passenger AWD,"$43,998",Great Price,Gold,Cream,16889,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Brown,Black,12520,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Gray,Black,17115,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC60 Recharge Plus Dark Theme,"$55,998",High Price,Gray,Cream,11147,Plug-In Hybrid,Automatic,,AWD
2023,Volvo,XC90 B6 Core 7-Passenger AWD,"$42,998",Great Price,Onyx Black Metallic,Cream,18194,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Brown,Black,11683,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,998",High Price,Silver Dawn Metallic,Black,19877,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Gray,Black,21510,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Gray,Black,17134,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Crystal White Metallic,Black,15491,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Denim Blue Metallic,Black,15378,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,S60 Plus Dark Theme AWD,"$31,799",Fair Price,Gray,Black,8074,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Denim Blue Metallic,Black,16564,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$49,998",High Price,Gray,Black,14391,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$46,998",Great Price,Denim Blue Metallic,Tan,16849,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Crystal White Metallic,Black,15089,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$49,998",High Price,Denim Blue Metallic,Black,14853,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$32,998",Fair Price,Crystal White Metallic,Black,14129,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Onyx Black Metallic,Gray,23546,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$29,998",Fair Price,Gray,Black,14211,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$31,500",High Price,Gray,Charcoal,11848,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC60 Plus Dark Theme,"$39,998",High Price,Crystal White Metallic,Black,21553,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B5 Plus Bright Theme AWD,"$32,570",High Price,Thunder Grey Metallic,Blond,38898,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$35,998",High Price,White,Black,19620,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2025,Volvo,XC40 Core Bright Theme,"$42,317",High Price,Onyx Black Metallic,Charcoal,807,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Gray,Black,12865,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Ultimate 7-Passenger AWD,"$47,998",Fair Price,Crystal White Metallic,Tan,38814,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$29,998",High Price,Onyx Black Metallic,Black,11562,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$29,998",High Price,Denim Blue Metallic,Black,15595,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,V60 Cross Country Plus,"$42,998",High Price,Onyx Black Metallic,Cream,19137,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Gray,Gray,21404,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Gray,Black,23900,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Onyx Black Metallic,Black,23233,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
